date,Solar,Nuclear,Wind,Coal,Hydro,Gas,Other,Oil
20210424T00,0.8330401744881446,0.5017497812773404,0.7891502808988764,0.17957166392092258,0.0900354071825999,0.2409542106948447,0.24028906955736223,0.967391304347826
20210424T01,0.5036938014493774,0.5013123359580053,0.8195224719101124,0.18780889621087316,0.24089529590288317,0.26666666666666666,0.26377597109304424,0.9565217391304348
20210424T02,0.06599591922887497,0.5013123359580053,0.8356741573033708,0.22460186710598573,0.42551846231664137,0.33800832532821007,0.32339656729900634,0.9565217391304348
20210424T03,-0.0018293111939773447,0.5013123359580053,0.8218047752808989,0.2482152663371774,0.4463834092058675,0.3899775856548191,0.3911472448057814,0.9565217391304348
20210424T04,-0.0023921761767396045,0.5008748906386702,0.8379564606741573,0.25205930807248766,0.43146181082448154,0.3857188600704451,0.41915085817524844,0.9565217391304348
20210424T05,-0.002321818053894322,0.5013123359580053,0.7801966292134831,0.2613948380010983,0.41755184623166414,0.36682676913224466,0.44399277326106595,0.9565217391304348
20210424T06,-0.0022514599310490394,0.5008748906386702,0.7773876404494382,0.3130148270181219,0.24949418310571572,0.3553954530899776,0.37624209575429085,0.9565217391304348
20210424T07,-0.0022514599310490394,0.5017497812773404,0.7682584269662921,0.2580999450851181,0.17918563480020233,0.34793467819404417,0.34778681120144533,0.9565217391304348
20210424T08,-0.0023921761767396045,0.5013123359580053,0.6701193820224719,0.21691378363536518,0.14403136064744562,0.3422670509125841,0.2732610659439928,0.9456521739130435
20210424T09,-0.0023921761767396045,0.5008748906386702,0.8263693820224719,0.19055464030752334,0.14516944865958523,0.31194364393211654,0.3202348690153568,0.9565217391304348
20210424T10,-0.002462534299584887,0.5013123359580053,0.6411516853932584,0.1812191103789127,0.112797167425392,0.32129362792187,0.2881662149954833,0.9565217391304348
20210424T11,-0.0025328924224301695,0.5004374453193351,0.6899578651685393,0.18066996155958265,0.16009104704097116,0.31136727505603584,0.2791327913279133,0.9456521739130435
20210424T12,-0.0026736086681207346,0.5008748906386702,0.7075140449438202,0.18780889621087316,0.18500252908447143,0.3026577009285943,0.2850045167118338,0.9456521739130435
20210424T13,-0.0016182368254414972,0.5013123359580053,0.6667837078651685,0.21197144426139483,0.24253920080930702,0.30435478706372077,0.33378500451671184,0.9565217391304348
20210424T14,0.21642158587208893,0.5008748906386702,0.659936797752809,0.21306974190005493,0.2013151239251391,0.2641690682036503,0.3690153568202349,0.9456521739130435
20210424T15,0.5713783156265391,0.5008748906386702,0.6371137640449438,0.18835804503020318,0.12392513909964593,0.20822926673070766,0.2506775067750677,0.967391304347826
20210424T16,0.8039119116301977,0.5008748906386702,0.5182584269662921,0.17188358045030203,0.0684117349519474,0.19106628242074927,0.1910569105691057,0.9565217391304348
20210424T17,0.8884823752902272,0.5004374453193351,0.5107092696629213,0.171334431630972,0.06651492159838139,0.16945244956772335,0.13098464317976513,0.9456521739130435
20210424T18,0.9348483782452685,0.5008748906386702,0.6780196629213483,0.17298187808896212,0.06398583712696004,0.14598142811399295,0.11427280939476062,0.9456521739130435
20210424T19,0.868993175262084,0.5008748906386702,0.7410463483146067,0.1740801757276222,0.06310065756196256,0.1324367595260967,0.22177055103884372,0.9456521739130435
20210424T20,0.814676704425526,0.5004374453193351,0.8416432584269663,0.17353102690829214,0.04084471421345473,0.1335254562920269,0.22086720867208673,0.9347826086956522
20210424T21,0.7870963202701752,0.5,0.8811446629213483,0.17353102690829214,0.04653515427415276,0.14069804674991995,0.24345076784101174,0.9456521739130435
20210424T22,0.8267079434320692,0.5004374453193351,0.871313202247191,0.17078528281164196,0.08775923115832068,0.15241754723022735,0.22131887985546522,0.9456521739130435
20210424T23,0.7739393512981073,0.5004374453193351,0.9102879213483146,0.17188358045030203,0.09155285786545271,0.1696445725264169,0.2204155374887082,0.9456521739130435
20210425T00,0.6800816154225006,0.5008748906386702,0.9390800561797753,0.17627677100494235,0.14820435002529084,0.20499519692603266,0.24390243902439024,0.9456521739130435
20210425T01,0.42003799338633646,0.5008748906386702,0.8913272471910112,0.1900054914881933,0.22040971168437026,0.24658981748318923,0.21183378500451672,0.9456521739130435
20210425T02,0.05684936325898825,0.5004374453193351,0.8268960674157303,0.22185612300933552,0.43070308548305514,0.31213576689081013,0.32113821138211385,0.9456521739130435
20210425T03,-0.0004925068599169774,0.5004374453193351,0.7880969101123596,0.24327292696320704,0.4819170460293374,0.3508165225744476,0.3934056007226739,0.9456521739130435
20210425T04,-0.0010553718426792374,0.5004374453193351,0.7800210674157303,0.2740252608456892,0.4406929691451694,0.3537944284341979,0.4218608852755194,0.9456521739130435
20210425T05,-0.0008442974741433898,0.5004374453193351,0.7896769662921348,0.24382207578253706,0.3880880121396055,0.3315081652257445,0.36495031616982837,0.9456521739130435
20210425T06,-0.0008442974741433898,0.5004374453193351,0.7282303370786517,0.23613399231191654,0.2728882144663632,0.31886007044508485,0.3089430894308943,0.9565217391304348
20210425T07,-0.0008442974741433898,0.5,0.7793188202247191,0.23064250411861614,0.2268588770864947,0.29846301633045147,0.33739837398373984,0.9456521739130435
20210425T08,-0.0009850137198339549,0.5008748906386702,0.7194522471910112,0.2185612300933553,0.22167425392008094,0.27419148254883124,0.3143631436314363,0.9456521739130435
20210425T09,-0.0009850137198339549,0.5004374453193351,0.6235955056179775,0.19384953322350357,0.16590794132524025,0.27899455651617033,0.25022583559168926,0.9456521739130435
20210425T10,-0.0009850137198339549,0.5004374453193351,0.6318469101123596,0.18506315211422295,0.16413758219524532,0.2665706051873199,0.27371273712737126,0.9456521739130435
20210425T11,-0.0012664462112150848,0.5004374453193351,0.6132373595505618,0.18396485447556288,0.20409711684370258,0.24710214537303873,0.31752484191508584,0.9565217391304348
20210425T12,-0.0013368043340603673,0.5004374453193351,0.6797752808988764,0.19055464030752334,0.22888214466363177,0.2544028178033942,0.2813911472448058,0.9565217391304348
20210425T13,0.0004221487370716949,0.5301837270341208,0.6388693820224719,0.21636463481603516,0.2712443095599393,0.26407300672430356,0.3202348690153568,0.9456521739130435
20210425T14,0.19777668331808906,0.5603674540682415,0.5221207865168539,0.21911037891268534,0.26024279210925644,0.2345821325648415,0.2506775067750677,0.9456521739130435
20210425T15,0.4190529796665025,0.5699912510936133,0.4959620786516854,0.2086765513454146,0.18108244815376834,0.20307396733909702,0.2768744354110208,0.9347826086956522
