date,Solar,Nuclear,Wind,Coal,Hydro,Gas,Other,Oil
20200101T00,-0.006097560975609756,0.9956444967628016,0,0.17761194029850746,0.7514228015421333,0.44120889215506154,0.40476190476190477,0
20200101T01,0.0,0.9951736315479693,0,0.16898839137645108,0.7929135303836975,0.44001469777696123,0.3333333333333333,0
20200101T02,0.0,0.9948204826368452,0,0.12802653399668326,0.7883238479897191,0.4347786147345214,0.2619047619047619,0
20200101T03,0.0,0.9949381989405532,0,0.11873963515754561,0.7741876262162658,0.4162226713209627,0.3333333333333333,0
20200101T04,0.0,0.9965862271924661,0,0.11973466003316749,0.6680741692674866,0.42458203196766486,0.40476190476190477,0
20200101T05,0.0,0.996233078281342,0,0.11890547263681592,0.6157517899761337,0.4108947271725152,0.38095238095238093,0
20200101T06,0.0,0.9968216597998822,0,0.11990049751243781,0.5022948411969892,0.4201726988792945,0.3333333333333333,0
20200101T07,-0.003048780487804878,0.9974102413184226,0,0.11956882255389718,0.4340003671745915,0.44571008634943965,0.3333333333333333,0
20200101T08,0.0,0.9964685108887581,0,0.11923714759535656,0.4340003671745915,0.44267866985118504,0.40476190476190477,0
20200101T09,0.0,0.9967039434961742,0,0.11873963515754561,0.4595190012851111,0.436523975748668,0.3333333333333333,0
20200101T10,0.0,0.9968216597998822,0,0.12155887230514097,0.5619607123187076,0.4231122542715414,0.47619047619047616,0
20200101T11,-0.006097560975609756,0.998116539140671,0,0.13880597014925372,0.6513677253534056,0.40960867168840714,0.40476190476190477,0
20200101T12,0.0,0.9990582695703355,0,0.1417910447761194,0.7622544519919222,0.4150284769428624,0.38095238095238093,0
20200101T13,0.0,0.9983519717480871,0,0.15422885572139303,0.8145768312832752,0.42256108763549516,0.3333333333333333,0
20200101T14,0.03353658536585366,0.9985874043555032,0,0.151575456053068,0.8591885441527446,0.4214587543634025,0.40476190476190477,0
20200101T15,0.2347560975609756,0.9977633902295467,0,0.14096185737976782,0.8545988617587663,0.3986772000734889,0.3333333333333333,0
20200101T16,0.3567073170731707,0.9958799293702177,0,0.13747927031509122,0.8511107031393428,0.3287708984016168,0.5476190476190477,0
20200101T17,0.4146341463414634,0.998116539140671,0,0.13648424543946933,0.7528914999082064,0.29331251148263826,0.38095238095238093,0
20200101T18,0.4146341463414634,0.9983519717480871,0,0.13781094527363183,0.6454929318891133,0.2854124563659746,0.40476190476190477,0
20200101T19,0.4054878048780488,0.9971748087110065,0,0.11840796019900497,0.5250596658711217,0.3020393165533713,0.5476190476190477,0
20200101T20,0.29878048780487804,0.9970570924072985,0,0.11857379767827529,0.4439140811455847,0.2931287892706228,0.5238095238095238,0
20200101T21,0.27439024390243905,0.9958799293702177,0,0.11774461028192372,0.3884707178263264,0.31535917692449017,0.6666666666666666,0
20200101T22,0.06707317073170732,0.9949381989405532,0,0.11824212271973467,0.42096566917569306,0.34512217527099026,0.5952380952380952,0
20200101T23,0.006097560975609756,0.9957622130665097,0,0.11840796019900497,0.5094547457315953,0.3906852838508176,0.5952380952380952,0
20200102T00,0.0,0.9968216597998822,0,0.13532338308457711,0.7174591518266936,0.3920632004409333,0.5476190476190477,0
20200102T01,0.0,0.9976456739258387,0,0.1568822553897181,0.7383881035432348,0.3904097005327944,0.5238095238095238,0
20200102T02,-0.003048780487804878,0.9965862271924661,0,0.1482587064676617,0.6928584541949697,0.4101598383244534,0.5952380952380952,0
20200102T03,0.0,0.9965862271924661,0,0.1328358208955224,0.6429227097484854,0.4033621164798824,0.6666666666666666,0
20200102T04,0.0,0.9958799293702177,0,0.11857379767827529,0.6252983293556086,0.383428256476208,0.5476190476190477,0
20200102T05,0.0,0.9959976456739258,0,0.11873963515754561,0.46117128694694326,0.376630534631637,0.5952380952380952,0
20200102T06,0.0,0.9954090641553855,0,0.11923714759535656,0.3434918303653387,0.3837038397942311,0.6666666666666666,0
20200102T07,0.0,0.9957622130665097,0,0.11873963515754561,0.26638516614650265,0.3930736726070182,0.5238095238095238,0
20200102T08,0.0,0.99635079458505,0,0.11940298507462686,0.26968973747016706,0.3731398126033437,0.6666666666666666,0
20200102T09,-0.009146341463414634,0.9972925250147145,0,0.11741293532338308,0.27391224527262714,0.36073856329230203,0.6190476190476191,0
20200102T10,0.0,0.996233078281342,0,0.11940298507462686,0.2939232605103727,0.3577071467940474,0.5952380952380952,0
20200102T11,0.0,0.9968216597998822,0,0.11956882255389718,0.3231136405360749,0.38397942311225425,0.5238095238095238,0
20200102T12,0.0,0.9959976456739258,0,0.11857379767827529,0.44207820818799337,0.4213668932573948,0.5952380952380952,0
20200102T13,0.0,0.9967039434961742,0,0.13366500829187397,0.6315402974114191,0.4423112254271541,0.6666666666666666,0
20200102T14,0.0,0.9965862271924661,0,0.1505804311774461,0.6761520102808886,0.4492926694837406,0.5476190476190477,0
20200102T15,0.006097560975609756,0.9970570924072985,0,0.15107794361525706,0.7222324215164311,0.44754730846959395,0.6666666666666666,0
20200102T16,0.01524390243902439,0.9958799293702177,0,0.148424543946932,0.7209473104461172,0.45250780819401065,0.6666666666666666,0
20200102T17,0.03353658536585366,0.9957622130665097,0,0.16849087893864012,0.6948779144483201,0.4669300018372221,0.5238095238095238,0
20200102T18,0.04573170731707317,0.9954090641553855,0,0.19502487562189055,0.6746833119148155,0.4668381407312144,0.40476190476190477,0
20200102T19,0.036585365853658534,0.9955267804590936,0,0.1946932006633499,0.6596291536625666,0.467940474003307,0.47619047619047616,0
20200102T20,0.039634146341463415,0.9954090641553855,0,0.18673300165837478,0.6500826142830917,0.48043358442035644,0.6666666666666666,0
