date,Solar,Nuclear,Wind,Coal,Hydro,Gas,Other,Oil
20211207T08,0,0.5846406421014229,0.8397435897435898,0,0.5035169988276671,0.21078755790866976,0.042054755856618685,0.30487192365645405
20211207T09,0,0.5997811017876687,0.7847222222222222,0,0.5244236029699101,0.21635782042797264,0.04149026248941575,0.3134103465595178
20211207T10,0,0.5992338562568406,0.6987179487179487,0,0.5289175459163736,0.2300904478270461,0.04064352243861134,0.3149171270718232
20211207T11,0,0.5981393651951843,0.5432692307692307,0,0.5756154747948418,0.2683653209794838,0.042054755856618685,0.3164239075841286
20211207T12,0,0.5986866107260124,0.4230769230769231,0,0.6742868307932787,0.31342378116037944,0.04261924922382162,0.3174284279256655
20211207T13,0,0.6001459321415542,0.30235042735042733,0,0.7004689331770223,0.3727663798808736,0.04149026248941575,0.31893520843797085
20211207T14,0,0.6010580080262677,0.30074786324786323,0,0.7157092614302462,0.38258327818221927,0.04487722269263336,0.3259668508287293
20211207T15,0,0.6036118205034658,0.24732905982905984,0,0.7327080890973037,0.37453121553055374,0.04600620942703923,0.32998493219487696
20211207T16,0,0.6019700839109814,0.2142094017094017,0,0.7409144196951934,0.39295168762409,0.04741744284504657,0.32847815168257155
20211207T17,0,0.6023349142648668,0.24305555555555555,0,0.7348573661586557,0.385726891683212,0.04657070279424217,0.3269713711702662
20211207T18,0,0.6017876687340387,0.21581196581196582,0,0.7403282532239156,0.39217957202735493,0.04911092294665537,0.3264691109994977
20211207T19,0,0.6014228383801532,0.20993589743589744,0,0.7409144196951934,0.40045223913523054,0.048828676263053906,0.32847815168257155
20211207T20,0,0.6032469901495805,0.19391025641025642,0,0.7694411879640485,0.39350319876461504,0.04769968952864804,0.32847815168257155
20211207T21,0,0.604159066034294,0.15918803418803418,0,0.779601406799531,0.4312265607765277,0.043748235958227494,0.3370165745856354
20211207T22,0,0.6034294053265231,0.12553418803418803,0,0.7792106291520126,0.48621222148687404,0.04064352243861134,0.41687594173782017
20211207T23,0,0.6039766508573513,0.09027777777777778,0,0.8149667838999609,0.5281822192808294,0.04233700254022015,0.44600703164239075
20211208T00,0,0.6076249543962058,0.09668803418803419,0,0.8098866744822196,0.4955879108757997,0.041208015805814284,0.4590657960823707
20211208T01,0,0.6068952936884349,0.09508547008547008,0,0.7813599062133646,0.4741892786234282,0.041208015805814284,0.36363636363636365
20211208T02,0,0.5981393651951843,0.060363247863247864,0,0.7842907385697538,0.4545003309066843,0.040361275755009876,0.3606228026117529
20211208T03,0,0.58646479387085,0.03632478632478633,0,0.7280187573270809,0.42637326273990733,0.041208015805814284,0.32898041185334004
20211208T04,0,0.5817219992703393,0.0202991452991453,0,0.70379054318093,0.3753584822413413,0.042054755856618685,0.31943746860873934
20211208T05,0,0.5813571689164538,0.008012820512820512,0,0.6834701055099648,0.3494374586366645,0.04233700254022015,0.3184329482672024
20211208T06,0,0.5829989055089383,0.005876068376068376,0,0.6125439624853458,0.3439774983454666,0.04261924922382162,0.3219487694625816
20211208T07,0,0.5822692448011675,0.004273504273504274,0,0.6080500195388824,0.32230311052283256,0.04261924922382162,0.32044198895027626
20211208T08,0,0.583181320685881,0.005341880341880342,0,0.6055099648300117,0.31198985219501435,0.043748235958227494,0.3209442491210447
20211208T09,0,0.5826340751550529,0.017094017094017096,0,0.6055099648300117,0.3133686300463269,0.042901495907423086,0.31943746860873934
20211208T10,0,0.5826340751550529,0.04487179487179487,0,0.5744431418522861,0.32522611956761527,0.04092576912221282,0.3214465092918132
20211208T11,0,0.5817219992703393,0.09615384615384616,0,0.5892926924579914,0.35258107213765716,0.040361275755009876,0.3214465092918132
20211208T12,0,0.5846406421014229,0.13514957264957264,0,0.7305588120359515,0.4129163909110964,0.040361275755009876,0.35409342039176295
20211208T13,0,0.5935789857716162,0.1762820512820513,0,0.757327080890973,0.471983234061328,0.04064352243861134,0.365143144148669
20211208T14,0,0.604888726742065,0.17307692307692307,0,0.764947245017585,0.4624420913302449,0.04149026248941575,0.3505775991963837
20211208T15,0,0.6074425392192631,0.1362179487179487,0,0.7794060179757718,0.48268255018751377,0.04064352243861134,0.3711702661978905
20211208T16,0,0.6072601240423203,0.1063034188034188,0,0.8130128956623681,0.4811383189940437,0.041208015805814284,0.40281265695630336
20211208T17,0,0.6074425392192631,0.0673076923076923,0,0.8899960922235248,0.4883631149349217,0.041208015805814284,0.36966348568558516
20211208T18,0,0.6074425392192631,0.03418803418803419,0,0.8354826103946854,0.46939113170086033,0.041208015805814284,0.3581115017579106
20211208T19,0,0.6054359722728931,0.03258547008547009,0,0.8139898397811646,0.4708250606662255,0.040361275755009876,0.35911602209944754
20211208T20,0,0.6043414812112368,0.0405982905982906,0,0.8231731144978507,0.47948378557246857,0.04007902907140841,0.3606228026117529
20211208T21,0,0.6052535570959504,0.052884615384615384,0,0.860883157483392,0.5086587249062431,0.04092576912221282,0.35961828227021597
20211208T22,0,0.6089018606348048,0.08066239316239317,0,0.9222352481438062,0.5393227443194353,0.04177250917301722,0.3656454043194375
20211208T23,0,0.6099963516964612,0.10256410256410256,0,0.905431809300508,0.5559232296492389,0.04177250917301722,0.37920642893018586
20211209T00,0,0.6090842758117475,0.09188034188034189,0,0.8528722157092614,0.5331458195455548,0.04149026248941575,0.35760924158714213
20211209T01,0,0.608172199927034,0.11858974358974358,0,0.803243454474404,0.5107544672402382,0.041208015805814284,0.33550979407333
20211209T02,0,0.6070777088653776,0.15117521367521367,0,0.8116451738960532,0.48317891021398635,0.04092576912221282,0.35359116022099446
20211209T03,0,0.6054359722728931,0.19818376068376067,0,0.7502930832356389,0.4313368630046327,0.039514535704205475,0.32446007031642393
20211209T04,0,0.6037942356804086,0.19284188034188035,0,0.6651035560765924,0.39526803441429514,0.03838554896979961,0.31541938724259166
20211209T05,0,0.6034294053265231,0.18108974358974358,0,0.6291520125048847,0.3543459077873373,0.043748235958227494,0.31441486690105475
20211209T06,0,0.6045238963881795,0.18162393162393162,0,0.5621336459554513,0.3238473417163027,0.04600620942703923,0.3174284279256655
20211209T07,0,0.6039766508573513,0.16292735042735043,0,0.5502149277061352,0.3075226119567615,0.04572396274343776,0.3174284279256655
20211209T08,0,0.6037942356804086,0.19177350427350429,0,0.5339976553341149,0.29362453121553056,0.04572396274343776,0.31793068809643393
