date,Battery,
2025-01-20T21,-391,943002
2025-01-20T22,-363,942639
2025-01-20T23,-293,942346
2025-01-21T00,689,943035
2025-01-21T01,1335,944370
2025-01-21T02,867,945237
2025-01-21T03,637,945874
2025-01-21T04,568,946442
2025-01-21T05,390,946832
2025-01-21T06,182,947014
2025-01-21T07,36,947050
2025-01-21T08,232,947282
2025-01-21T09,-209,947073
2025-01-21T10,-147,946926
2025-01-21T11,96,947022
2025-01-21T12,38,947060
2025-01-21T13,819,947879
2025-01-21T14,3638,951517
2025-01-21T15,2361,953878
2025-01-21T16,542,954420
2025-01-21T17,69,954489
2025-01-21T18,-106,954383
2025-01-21T19,-341,954042
2025-01-21T20,-518,953524
2025-01-21T21,-410,953114
2025-01-21T22,-250,952864
2025-01-21T23,-40,952824
2025-01-22T00,431,953255
2025-01-22T01,1488,954743
2025-01-22T02,1489,956232
2025-01-22T03,1000,957232
2025-01-22T04,554,957786
2025-01-22T05,445,958231
2025-01-22T06,358,958589
2025-01-22T07,173,958762
2025-01-22T08,24,958786
2025-01-22T09,-159,958627
2025-01-22T10,-170,958457
2025-01-22T11,-61,958396
2025-01-22T12,195,958591
2025-01-22T13,1546,960137
2025-01-22T14,2088,962225
2025-01-22T15,660,962885
2025-01-22T16,289,963174
2025-01-22T17,115,963289
2025-01-22T18,37,963326
2025-01-22T19,-274,963052
2025-01-22T20,-444,962608
2025-01-22T21,-609,961999
2025-01-22T22,-613,961386
2025-01-22T23,-241,961145
2025-01-23T00,1156,962301
2025-01-23T01,2024,964325
2025-01-23T02,953,965278
2025-01-23T03,607,965885
2025-01-23T04,762,966647
2025-01-23T05,511,967158
2025-01-23T06,218,967376
2025-01-23T07,618,967994
2025-01-23T08,483,968477
2025-01-23T09,243,968720
2025-01-23T10,-111,968609
2025-01-23T11,-24,968585
2025-01-23T12,491,969076
2025-01-23T13,2026,971102
2025-01-23T14,3196,974298
2025-01-23T15,994,975292
2025-01-23T16,848,976140
2025-01-23T17,354,976494
2025-01-23T18,107,976601
2025-01-23T19,-291,976310
2025-01-23T20,-451,975859
2025-01-23T21,-382,975477
2025-01-23T22,-348,975129
2025-01-23T23,86,975215
2025-01-24T00,1285,976500
2025-01-24T01,2893,979393
2025-01-24T02,2091,981484
2025-01-24T03,2563,984047
2025-01-24T04,1559,985606
2025-01-24T05,457,986063
2025-01-24T06,199,986262
2025-01-24T07,194,986456
2025-01-24T08,-31,986425
2025-01-24T09,-49,986376
2025-01-24T10,11,986387
2025-01-24T11,-24,986363
2025-01-24T12,296,986659
2025-01-24T13,1727,988386
2025-01-24T14,2603,990989
2025-01-24T15,878,991867
2025-01-24T16,653,992520
2025-01-24T17,61,992581
2025-01-24T18,-13,992568
2025-01-24T19,-218,992350
2025-01-24T20,-124,992226
2025-01-24T21,-57,992169
2025-01-24T22,-233,991936
2025-01-24T23,103,992039
2025-01-25T00,1050,993089
2025-01-25T01,1752,994841
2025-01-25T02,1744,996585
2025-01-25T03,1415,998000
2025-01-25T04,1112,999112
2025-01-25T05,536,999648
2025-01-25T06,173,999821
2025-01-25T07,430,1000251
2025-01-25T08,32,1000283
2025-01-25T09,-8,1000275
2025-01-25T10,143,1000418
2025-01-25T11,101,1000519
2025-01-25T12,431,1000950
2025-01-25T13,1154,1002104
2025-01-25T14,2035,1004139
2025-01-25T15,626,1004765
2025-01-25T16,336,1005101
2025-01-25T17,222,1005323
2025-01-25T18,-25,1005298
2025-01-25T19,-198,1005100
2025-01-25T20,-188,1004912
2025-01-25T21,279,1005191
2025-01-25T22,539,1005730
2025-01-25T23,751,1006481
2025-01-26T00,1351,1007832
2025-01-26T01,1582,1009414
2025-01-26T02,1062,1010476
2025-01-26T03,1001,1011477
2025-01-26T04,486,1011963
2025-01-26T05,448,1012411
2025-01-26T06,194,1012605
2025-01-26T07,-30,1012575
2025-01-26T08,70,1012645
2025-01-26T09,181,1012826
2025-01-26T10,148,1012974
2025-01-26T11,115,1013089
2025-01-26T12,231,1013320
2025-01-26T13,246,1013566
2025-01-26T14,750,1014316
2025-01-26T15,557,1014873
2025-01-26T16,32,1014905
2025-01-26T17,-53,1014852
2025-01-26T18,-192,1014660
2025-01-26T19,-311,1014349
2025-01-26T20,-404,1013945
2025-01-26T21,-361,1013584
2025-01-26T22,-142,1013442
2025-01-26T23,82,1013524
2025-01-27T00,1788,1015312
2025-01-27T01,2244,1017556
2025-01-27T02,1759,1019315
2025-01-27T03,848,1020163
2025-01-27T04,482,1020645
2025-01-27T05,356,1021001
2025-01-27T06,144,1021145
2025-01-27T07,162,1021307
2025-01-27T08,34,1021341
2025-01-27T09,1,1021342
2025-01-27T10,106,1021448
2025-01-27T11,96,1021544
2025-01-27T12,199,1021743
2025-01-27T13,1046,1022789
2025-01-27T14,2743,1025532
2025-01-27T15,2623,1028155
2025-01-27T16,1288,1029443
2025-01-27T17,308,1029751
2025-01-27T18,25,1029776
2025-01-27T19,-114,1029662
2025-01-27T20,-244,1029418
2025-01-27T21,-403,1029015
2025-01-27T22,-230,1028785
2025-01-27T23,-107,1028678
2025-01-28T00,1275,1029953
2025-01-28T01,2734,1032687
2025-01-28T02,2063,1034750
2025-01-28T03,965,1035715
2025-01-28T04,509,1036224
2025-01-28T05,403,1036627
2025-01-28T06,120,1036747
2025-01-28T07,182,1036929
2025-01-28T08,261,1037190
2025-01-28T09,301,1037491
2025-01-28T10,347,1037838
2025-01-28T11,395,1038233
2025-01-28T12,696,1038929
2025-01-28T13,1586,1040515
2025-01-28T14,2457,1042972
2025-01-28T15,1284,1044256
2025-01-28T16,588,1044844
2025-01-28T17,93,1044937
2025-01-28T18,-110,1044827
2025-01-28T19,-160,1044667
2025-01-28T20,-173,1044494
2025-01-28T21,-197,1044297
2025-01-28T22,-108,1044189
2025-01-28T23,204,1044393
2025-01-29T00,1096,1045489
2025-01-29T01,1752,1047241
2025-01-29T02,1166,1048407
2025-01-29T03,707,1049114
2025-01-29T04,425,1049539
2025-01-29T05,343,1049882
2025-01-29T06,162,1050044
2025-01-29T07,311,1050355
2025-01-29T08,25,1050380
2025-01-29T09,84,1050464
2025-01-29T10,-26,1050438
2025-01-29T11,-27,1050411
2025-01-29T12,158,1050569
2025-01-29T13,888,1051457
2025-01-29T14,1587,1053044
2025-01-29T15,941,1053985
2025-01-29T16,805,1054790
2025-01-29T17,496,1055286
2025-01-29T18,52,1055338
2025-01-29T19,-197,1055141
2025-01-29T20,-229,1054912
2025-01-29T21,-112,1054800
2025-01-29T22,-78,1054722
2025-01-29T23,44,1054766
2025-01-30T00,552,1055318
2025-01-30T01,2450,1057768
2025-01-30T02,2363,1060131
2025-01-30T03,1129,1061260
2025-01-30T04,505,1061765
2025-01-30T05,412,1062177
2025-01-30T06,266,1062443
2025-01-30T07,111,1062554
2025-01-30T08,14,1062568
2025-01-30T09,194,1062762
2025-01-30T10,112,1062874
2025-01-30T11,185,1063059
2025-01-30T12,374,1063433
2025-01-30T13,1081,1064514
2025-01-30T14,2015,1066529
2025-01-30T15,1235,1067764
2025-01-30T16,750,1068514
2025-01-30T17,726,1069240
2025-01-30T18,-17,1069223
2025-01-30T19,-240,1068983
2025-01-30T20,-138,1068845
2025-01-30T21,-275,1068570
2025-01-30T22,144,1068714
2025-01-30T23,338,1069052
2025-01-31T00,429,1069481
2025-01-31T01,1985,1071466
2025-01-31T02,1791,1073257
2025-01-31T03,670,1073927
2025-01-31T04,548,1074475
2025-01-31T05,286,1074761
2025-01-31T06,123,1074884
2025-01-31T07,139,1075023
2025-01-31T08,155,1075178
2025-01-31T09,8,1075186
2025-01-31T10,81,1075267
2025-01-31T11,72,1075339
2025-01-31T12,318,1075657
2025-01-31T13,1378,1077035
2025-01-31T14,1858,1078893
2025-01-31T15,546,1079439
2025-01-31T16,349,1079788
2025-01-31T17,180,1079968
2025-01-31T18,-83,1079885
2025-01-31T19,-48,1079837
2025-01-31T20,28,1079865
2025-01-31T21,-112,1079753
2025-01-31T22,-149,1079604
2025-01-31T23,39,1079643
2025-02-01T00,1167,1080810
2025-02-01T01,2246,1083056
2025-02-01T02,2434,1085490
2025-02-01T03,2019,1087509
2025-02-01T04,1235,1088744
2025-02-01T05,382,1089126
2025-02-01T06,99,1089225
2025-02-01T07,209,1089434
2025-02-01T08,25,1089459
2025-02-01T09,130,1089589
2025-02-01T10,116,1089705
2025-02-01T11,66,1089771
2025-02-01T12,285,1090056
2025-02-01T13,924,1090980
2025-02-01T14,1003,1091983
2025-02-01T15,487,1092470
2025-02-01T16,238,1092708
2025-02-01T17,-266,1092442
2025-02-01T18,-390,1092052
2025-02-01T19,-387,1091665
2025-02-01T20,-506,1091159
2025-02-01T21,-526,1090633
2025-02-01T22,-430,1090203
2025-02-01T23,19,1090222
2025-02-02T00,1375,1091597
2025-02-02T01,2079,1093676
2025-02-02T02,1730,1095406
2025-02-02T03,1445,1096851
2025-02-02T04,1154,1098005
2025-02-02T05,855,1098860
2025-02-02T06,803,1099663
2025-02-02T07,343,1100006
2025-02-02T08,303,1100309
2025-02-02T09,216,1100525
2025-02-02T10,131,1100656
2025-02-02T11,61,1100717
2025-02-02T12,246,1100963
2025-02-02T13,1160,1102123
2025-02-02T14,1914,1104037
2025-02-02T15,118,1104155
2025-02-02T16,-13,1104142
2025-02-02T17,-433,1103709
2025-02-02T18,-557,1103152
2025-02-02T19,-403,1102749
2025-02-02T20,-442,1102307
2025-02-02T21,-259,1102048
2025-02-02T22,-172,1101876
2025-02-02T23,-35,1101841
2025-02-03T00,2216,1104057
2025-02-03T01,3201,1107258
2025-02-03T02,1724,1108982
2025-02-03T03,883,1109865
2025-02-03T04,852,1110717
2025-02-03T05,655,1111372
2025-02-03T06,328,1111700
2025-02-03T07,7,1111707
2025-02-03T08,-24,1111683
2025-02-03T09,-53,1111630
2025-02-03T10,112,1111742
2025-02-03T11,100,1111842
2025-02-03T12,438,1112280
2025-02-03T13,997,1113277
2025-02-03T14,1977,1115254
2025-02-03T15,726,1115980
2025-02-03T16,359,1116339
2025-02-03T17,26,1116365
2025-02-03T18,-180,1116185
2025-02-03T19,-108,1116077
2025-02-03T20,-402,1115675
2025-02-03T21,-394,1115281
2025-02-03T22,-378,1114903
2025-02-03T23,-229,1114674
2025-02-04T00,1982,1116656
2025-02-04T01,2946,1119602
2025-02-04T02,2184,1121786
2025-02-04T03,1203,1122989
2025-02-04T04,1065,1124054
2025-02-04T05,935,1124989
2025-02-04T06,404,1125393
2025-02-04T07,31,1125424
2025-02-04T08,-25,1125399
2025-02-04T09,-228,1125171
2025-02-04T10,-203,1124968
2025-02-04T11,-244,1124724
2025-02-04T12,-125,1124599
2025-02-04T13,1093,1125692
2025-02-04T14,1598,1127290
2025-02-04T15,1270,1128560
2025-02-04T16,302,1128862
2025-02-04T17,-52,1128810
2025-02-04T18,-376,1128434
2025-02-04T19,-553,1127881
2025-02-04T20,-589,1127292
2025-02-04T21,-580,1126712
2025-02-04T22,-643,1126069
2025-02-04T23,-314,1125755
2025-02-05T00,2284,1128039
2025-02-05T01,4255,1132294
2025-02-05T02,3003,1135297
2025-02-05T03,1393,1136690
2025-02-05T04,1043,1137733
2025-02-05T05,762,1138495
2025-02-05T06,440,1138935
2025-02-05T07,197,1139132
2025-02-05T08,124,1139256
2025-02-05T09,176,1139432
2025-02-05T10,80,1139512
2025-02-05T11,-6,1139506
2025-02-05T12,255,1139761
2025-02-05T13,1815,1141576
2025-02-05T14,1580,1143156
2025-02-05T15,781,1143937
2025-02-05T16,360,1144297
2025-02-05T17,-15,1144282
2025-02-05T18,-561,1143721
2025-02-05T19,-497,1143224
2025-02-05T20,-505,1142719
2025-02-05T21,-523,1142196
2025-02-05T22,-451,1141745
2025-02-05T23,-508,1141237
2025-02-06T00,893,1142130
2025-02-06T01,1814,1143944
2025-02-06T02,2512,1146456
2025-02-06T03,1628,1148084
2025-02-06T04,1292,1149376
2025-02-06T05,803,1150179
2025-02-06T06,460,1150639
2025-02-06T07,-7,1150632
2025-02-06T08,-51,1150581
2025-02-06T09,-251,1150330
2025-02-06T10,-111,1150219
2025-02-06T11,-92,1150127
2025-02-06T12,79,1150206
2025-02-06T13,670,1150876
2025-02-06T14,800,1151676
2025-02-06T15,723,1152399
2025-02-06T16,85,1152484
2025-02-06T17,-161,1152323
2025-02-06T18,-306,1152017
2025-02-06T19,-189,1151828
2025-02-06T20,-333,1151495
2025-02-06T21,-243,1151252
2025-02-06T22,-208,1151044
2025-02-06T23,-130,1150914
2025-02-07T00,1479,1152393
2025-02-07T01,2651,1155044
2025-02-07T02,1342,1156386
2025-02-07T03,1055,1157441
2025-02-07T04,920,1158361
2025-02-07T05,623,1158984
2025-02-07T06,363,1159347
2025-02-07T07,51,1159398
2025-02-07T08,194,1159592
2025-02-07T09,364,1159956
2025-02-07T10,121,1160077
2025-02-07T11,149,1160226
2025-02-07T12,315,1160541
2025-02-07T13,1625,1162166
2025-02-07T14,2562,1164728
2025-02-07T15,1646,1166374
2025-02-07T16,600,1166974
2025-02-07T17,190,1167164
2025-02-07T18,-220,1166944
2025-02-07T19,-265,1166679
2025-02-07T20,-328,1166351
2025-02-07T21,-405,1165946
2025-02-07T22,-550,1165396
2025-02-07T23,-454,1164942
2025-02-08T00,1102,1166044
2025-02-08T01,2447,1168491
2025-02-08T02,1808,1170299
2025-02-08T03,1489,1171788
2025-02-08T04,1276,1173064
2025-02-08T05,1122,1174186
2025-02-08T06,553,1174739
2025-02-08T07,152,1174891
2025-02-08T08,-23,1174868
2025-02-08T09,-41,1174827
2025-02-08T10,-133,1174694
2025-02-08T11,-159,1174535
2025-02-08T12,48,1174583
2025-02-08T13,279,1174862
2025-02-08T14,887,1175749
2025-02-08T15,474,1176223
2025-02-08T16,-9,1176214
2025-02-08T17,-558,1175656
2025-02-08T18,-583,1175073
2025-02-08T19,-491,1174582
2025-02-08T20,-372,1174210
2025-02-08T21,-317,1173893
2025-02-08T22,-416,1173477
2025-02-08T23,48,1173525
2025-02-09T00,1319,1174844
2025-02-09T01,2877,1177721
2025-02-09T02,1941,1179662
2025-02-09T03,945,1180607
2025-02-09T04,909,1181516
2025-02-09T05,831,1182347
2025-02-09T06,579,1182926
2025-02-09T07,135,1183061
2025-02-09T08,45,1183106
2025-02-09T09,138,1183244
2025-02-09T10,222,1183466
2025-02-09T11,434,1183900
2025-02-09T12,493,1184393
2025-02-09T13,374,1184767
2025-02-09T14,434,1185201
2025-02-09T15,248,1185449
2025-02-09T16,-37,1185412
2025-02-09T17,-559,1184853
2025-02-09T18,-552,1184301
2025-02-09T19,-788,1183513
2025-02-09T20,-494,1183019
2025-02-09T21,-561,1182458
2025-02-09T22,-253,1182205
2025-02-09T23,210,1182415
2025-02-10T00,817,1183232
2025-02-10T01,1658,1184890
2025-02-10T02,1897,1186787
2025-02-10T03,1850,1188637
2025-02-10T04,1581,1190218
2025-02-10T05,454,1190672
2025-02-10T06,218,1190890
2025-02-10T07,-25,1190865
2025-02-10T08,-14,1190851
2025-02-10T09,-48,1190803
2025-02-10T10,23,1190826
2025-02-10T11,168,1190994
2025-02-10T12,386,1191380
2025-02-10T13,601,1191981
2025-02-10T14,1479,1193460
2025-02-10T15,1994,1195454
2025-02-10T16,1494,1196948
2025-02-10T17,683,1197631
2025-02-10T18,-133,1197498
2025-02-10T19,-476,1197022
2025-02-10T20,-323,1196699
2025-02-10T21,-418,1196281
2025-02-10T22,-325,1195956
2025-02-10T23,-195,1195761
2025-02-11T00,440,1196201
2025-02-11T01,1096,1197297
2025-02-11T02,1377,1198674
2025-02-11T03,1528,1200202
2025-02-11T04,1057,1201259
2025-02-11T05,789,1202048
2025-02-11T06,516,1202564
2025-02-11T07,185,1202749
2025-02-11T08,211,1202960
2025-02-11T09,192,1203152
2025-02-11T10,-7,1203145
2025-02-11T11,64,1203209
2025-02-11T12,261,1203470
2025-02-11T13,1065,1204535
2025-02-11T14,1695,1206230
2025-02-11T15,1334,1207564
2025-02-11T16,487,1208051
2025-02-11T17,-154,1207897
2025-02-11T18,-376,1207521
2025-02-11T19,-626,1206895
2025-02-11T20,-544,1206351
2025-02-11T21,-574,1205777
2025-02-11T22,-532,1205245
2025-02-11T23,-358,1204887
2025-02-12T00,296,1205183
2025-02-12T01,1813,1206996
2025-02-12T02,1988,1208984
2025-02-12T03,1091,1210075
2025-02-12T04,1094,1211169
2025-02-12T05,984,1212153
2025-02-12T06,1073,1213226
2025-02-12T07,501,1213727
2025-02-12T08,724,1214451
2025-02-12T09,212,1214663
2025-02-12T10,355,1215018
2025-02-12T11,72,1215090
2025-02-12T12,281,1215371
2025-02-12T13,1130,1216501
2025-02-12T14,1562,1218063
2025-02-12T15,1074,1219137
2025-02-12T16,684,1219821
2025-02-12T17,399,1220220
2025-02-12T18,-51,1220169
2025-02-12T19,-383,1219786
2025-02-12T20,-794,1218992
2025-02-12T21,-464,1218528
2025-02-12T22,-372,1218156
2025-02-12T23,-212,1217944
2025-02-13T00,96,1218040
2025-02-13T01,938,1218978
2025-02-13T02,1430,1220408
2025-02-13T03,1496,1221904
2025-02-13T04,1651,1223555
2025-02-13T05,768,1224323
2025-02-13T06,376,1224699
2025-02-13T07,66,1224765
2025-02-13T08,-36,1224729
2025-02-13T09,-20,1224709
2025-02-13T10,-227,1224482
2025-02-13T11,-74,1224408
2025-02-13T12,265,1224673
2025-02-13T13,1822,1226495
2025-02-13T14,2833,1229328
2025-02-13T15,1068,1230396
2025-02-13T16,582,1230978
2025-02-13T17,-33,1230945
2025-02-13T18,-397,1230548
2025-02-13T19,-361,1230187
2025-02-13T20,-401,1229786
2025-02-13T21,-454,1229332
2025-02-13T22,-129,1229203
2025-02-13T23,125,1229328
2025-02-14T00,824,1230152
2025-02-14T01,2987,1233139
2025-02-14T02,2780,1235919
2025-02-14T03,1540,1237459
2025-02-14T04,649,1238108
2025-02-14T05,424,1238532
2025-02-14T06,298,1238830
2025-02-14T07,-33,1238797
2025-02-14T08,-156,1238641
2025-02-14T09,-333,1238308
2025-02-14T10,-281,1238027
2025-02-14T11,-222,1237805
2025-02-14T12,-34,1237771
2025-02-14T13,436,1238207
2025-02-14T14,1041,1239248
2025-02-14T15,1260,1240508
2025-02-14T16,949,1241457
2025-02-14T17,195,1241652
2025-02-14T18,-96,1241556
2025-02-14T19,-273,1241283
2025-02-14T20,-217,1241066
2025-02-14T21,-192,1240874
2025-02-14T22,-297,1240577
2025-02-14T23,-333,1240244
2025-02-15T00,-49,1240195
2025-02-15T01,1119,1241314
2025-02-15T02,1059,1242373
2025-02-15T03,639,1243012
2025-02-15T04,654,1243666
2025-02-15T05,383,1244049
2025-02-15T06,340,1244389
2025-02-15T07,54,1244443
2025-02-15T08,-35,1244408
2025-02-15T09,196,1244604
2025-02-15T10,415,1245019
2025-02-15T11,443,1245462
2025-02-15T12,1006,1246468
2025-02-15T13,1693,1248161
2025-02-15T14,1958,1250119
2025-02-15T15,288,1250407
2025-02-15T16,348,1250755
2025-02-15T17,143,1250898
2025-02-15T18,-4,1250894
2025-02-15T19,-133,1250761
2025-02-15T20,-353,1250408
2025-02-15T21,-380,1250028
2025-02-15T22,-326,1249702
2025-02-15T23,-279,1249423
2025-02-16T00,466,1249889
2025-02-16T01,2333,1252222
2025-02-16T02,2636,1254858
2025-02-16T03,1665,1256523
2025-02-16T04,1324,1257847
2025-02-16T05,1415,1259262
2025-02-16T06,552,1259814
2025-02-16T07,119,1259933
2025-02-16T08,-115,1259818
2025-02-16T09,-62,1259756
2025-02-16T10,-295,1259461
2025-02-16T11,-308,1259153
2025-02-16T12,-156,1258997
2025-02-16T13,503,1259500
2025-02-16T14,2434,1261934
2025-02-16T15,336,1262270
2025-02-16T16,16,1262286
2025-02-16T17,-203,1262083
2025-02-16T18,-473,1261610
2025-02-16T19,-497,1261113
2025-02-16T20,-622,1260491
2025-02-16T21,-471,1260020
2025-02-16T22,-303,1259717
2025-02-16T23,-58,1259659
2025-02-17T00,1170,1260829
2025-02-17T01,3660,1264489
2025-02-17T02,2773,1267262
2025-02-17T03,1511,1268773
2025-02-17T04,1015,1269788
2025-02-17T05,672,1270460
2025-02-17T06,304,1270764
2025-02-17T07,47,1270811
2025-02-17T08,-148,1270663
2025-02-17T09,-327,1270336
2025-02-17T10,-316,1270020
2025-02-17T11,-311,1269709
2025-02-17T12,-61,1269648
2025-02-17T13,1556,1271204
2025-02-17T14,2752,1273956
2025-02-17T15,748,1274704
2025-02-17T16,416,1275120
2025-02-17T17,139,1275259
2025-02-17T18,-384,1274875
2025-02-17T19,-609,1274266
2025-02-17T20,-740,1273526
2025-02-17T21,-522,1273004
2025-02-17T22,-230,1272774
2025-02-17T23,-123,1272651
2025-02-18T00,351,1273002
2025-02-18T01,2111,1275113
2025-02-18T02,1965,1277078
2025-02-18T03,1426,1278504
2025-02-18T04,935,1279439
2025-02-18T05,861,1280300
2025-02-18T06,383,1280683
2025-02-18T07,83,1280766
2025-02-18T08,18,1280784
2025-02-18T09,-186,1280598
2025-02-18T10,-305,1280293
2025-02-18T11,-271,1280022
2025-02-18T12,-73,1279949
2025-02-18T13,886,1280835
2025-02-18T14,1984,1282819
2025-02-18T15,804,1283623
2025-02-18T16,631,1284254
2025-02-18T17,341,1284595
2025-02-18T18,-175,1284420
2025-02-18T19,-340,1284080
2025-02-18T20,-365,1283715
2025-02-18T21,-590,1283125
2025-02-18T22,-492,1282633
2025-02-18T23,-459,1282174
2025-02-19T00,295,1282469
2025-02-19T01,1598,1284067
2025-02-19T02,1860,1285927
2025-02-19T03,1474,1287401
2025-02-19T04,1158,1288559
2025-02-19T05,864,1289423
2025-02-19T06,690,1290113
2025-02-19T07,514,1290627
2025-02-19T08,315,1290942
2025-02-19T09,-31,1290911
2025-02-19T10,-317,1290594
2025-02-19T11,-16,1290578
2025-02-19T12,550,1291128
2025-02-19T13,2124,1293252
2025-02-19T14,3148,1296400
2025-02-19T15,1148,1297548
2025-02-19T16,418,1297966
2025-02-19T17,-63,1297903
2025-02-19T18,-335,1297568
2025-02-19T19,-453,1297115
2025-02-19T20,-567,1296548
2025-02-19T21,-749,1295799
2025-02-19T22,-549,1295250
2025-02-19T23,-181,1295069
2025-02-20T00,113,1295182
2025-02-20T01,1774,1296956
2025-02-20T02,2272,1299228
2025-02-20T03,2352,1301580
2025-02-20T04,993,1302573
2025-02-20T05,656,1303229
2025-02-20T06,480,1303709
2025-02-20T07,-61,1303648
2025-02-20T08,-206,1303442
2025-02-20T09,-84,1303358
2025-02-20T10,-67,1303291
2025-02-20T11,-57,1303234
2025-02-20T12,303,1303537
2025-02-20T13,3048,1306585
2025-02-20T14,4057,1310642
2025-02-20T15,1454,1312096
2025-02-20T16,290,1312386
2025-02-20T17,-313,1312073
2025-02-20T18,-545,1311528
2025-02-20T19,-472,1311056
2025-02-20T20,-594,1310462
2025-02-20T21,-561,1309901
2025-02-20T22,-463,1309438
2025-02-20T23,-245,1309193
2025-02-21T00,329,1309522
2025-02-21T01,1482,1311004
2025-02-21T02,2025,1313029
2025-02-21T03,1936,1314965
2025-02-21T04,1203,1316168
2025-02-21T05,899,1317067
2025-02-21T06,553,1317620
2025-02-21T07,363,1317983
2025-02-21T08,195,1318178
2025-02-21T09,55,1318233
2025-02-21T10,-97,1318136
2025-02-21T11,-83,1318053
2025-02-21T12,350,1318403
2025-02-21T13,2798,1321201
2025-02-21T14,4523,1325724
2025-02-21T15,2353,1328077
2025-02-21T16,237,1328314
2025-02-21T17,-275,1328039
2025-02-21T18,-591,1327448
2025-02-21T19,-598,1326850
2025-02-21T20,-816,1326034
2025-02-21T21,-809,1325225
2025-02-21T22,-660,1324565
2025-02-21T23,-158,1324407
2025-02-22T00,699,1325106
2025-02-22T01,2427,1327533
2025-02-22T02,2476,1330009
2025-02-22T03,1569,1331578
2025-02-22T04,739,1332317
2025-02-22T05,617,1332934
2025-02-22T06,589,1333523
2025-02-22T07,258,1333781
2025-02-22T08,77,1333858
2025-02-22T09,95,1333953
2025-02-22T10,200,1334153
2025-02-22T11,95,1334248
2025-02-22T12,397,1334645
2025-02-22T13,1702,1336347
2025-02-22T14,3056,1339403
2025-02-22T15,782,1340185
2025-02-22T16,56,1340241
2025-02-22T17,-325,1339916
2025-02-22T18,-412,1339504
2025-02-22T19,-601,1338903
2025-02-22T20,-599,1338304
2025-02-22T21,-599,1337705
2025-02-22T22,-557,1337148
2025-02-22T23,-211,1336937
2025-02-23T00,1012,1337949
2025-02-23T01,2895,1340844
2025-02-23T02,3443,1344287
2025-02-23T03,2210,1346497
2025-02-23T04,1300,1347797
2025-02-23T05,769,1348566
2025-02-23T06,453,1349019
2025-02-23T07,32,1349051
2025-02-23T08,48,1349099
2025-02-23T09,-69,1349030
2025-02-23T10,-26,1349004
2025-02-23T11,-2,1349002
2025-02-23T12,139,1349141
2025-02-23T13,1394,1350535
2025-02-23T14,2170,1352705
2025-02-23T15,489,1353194
2025-02-23T16,135,1353329
2025-02-23T17,-472,1352857
2025-02-23T18,-571,1352286
2025-02-23T19,-471,1351815
2025-02-23T20,-615,1351200
2025-02-23T21,-482,1350718
2025-02-23T22,-590,1350128
2025-02-23T23,-405,1349723
2025-02-24T00,660,1350383
2025-02-24T01,2260,1352643
2025-02-24T02,2618,1355261
2025-02-24T03,2043,1357304
2025-02-24T04,1293,1358597
2025-02-24T05,839,1359436
2025-02-24T06,438,1359874
2025-02-24T07,150,1360024
2025-02-24T08,54,1360078
2025-02-24T09,-67,1360011
2025-02-24T10,-37,1359974
2025-02-24T11,35,1360009
2025-02-24T12,752,1360761
2025-02-24T13,3308,1364069
2025-02-24T14,2567,1366636
2025-02-24T15,528,1367164
2025-02-24T16,466,1367630
2025-02-24T17,-131,1367499
2025-02-24T18,-404,1367095
2025-02-24T19,-471,1366624
2025-02-24T20,-608,1366016
2025-02-24T21,-724,1365292
2025-02-24T22,-519,1364773
2025-02-24T23,-188,1364585
2025-02-25T00,1523,1366108
2025-02-25T01,4229,1370337
2025-02-25T02,3212,1373549
2025-02-25T03,1838,1375387
2025-02-25T04,1084,1376471
2025-02-25T05,682,1377153
2025-02-25T06,508,1377661
2025-02-25T07,257,1377918
2025-02-25T08,-23,1377895
2025-02-25T09,-131,1377764
2025-02-25T10,-191,1377573
2025-02-25T11,82,1377655
2025-02-25T12,531,1378186
2025-02-25T13,2120,1380306
2025-02-25T14,1994,1382300
2025-02-25T15,1018,1383318
2025-02-25T16,266,1383584
2025-02-25T17,-254,1383330
2025-02-25T18,-629,1382701
2025-02-25T19,-503,1382198
2025-02-25T20,-331,1381867
2025-02-25T21,-457,1381410
2025-02-25T22,-678,1380732
2025-02-25T23,-389,1380343
2025-02-26T00,988,1381331
2025-02-26T01,3302,1384633
2025-02-26T02,2240,1386873
2025-02-26T03,1118,1387991
2025-02-26T04,919,1388910
2025-02-26T05,1208,1390118
2025-02-26T06,1064,1391182
2025-02-26T07,254,1391436
2025-02-26T08,40,1391476
2025-02-26T09,-127,1391349
2025-02-26T10,-165,1391184
2025-02-26T11,-24,1391160
2025-02-26T12,340,1391500
2025-02-26T13,1758,1393258
2025-02-26T14,2096,1395354
2025-02-26T15,574,1395928
2025-02-26T16,320,1396248
2025-02-26T17,29,1396277
2025-02-26T18,-240,1396037
2025-02-26T19,-184,1395853
2025-02-26T20,-71,1395782
2025-02-26T21,-476,1395306
2025-02-26T22,-686,1394620
2025-02-26T23,-122,1394498
2025-02-27T00,1020,1395518
2025-02-27T01,1488,1397006
2025-02-27T02,1505,1398511
2025-02-27T03,1148,1399659
2025-02-27T04,867,1400526
2025-02-27T05,685,1401211
2025-02-27T06,534,1401745
2025-02-27T07,306,1402051
2025-02-27T08,82,1402133
2025-02-27T09,-249,1401884
2025-02-27T10,-135,1401749
2025-02-27T11,-179,1401570
2025-02-27T12,236,1401806
