date,Battery,
2024-12-11T08,315,450330
2024-12-11T09,155,450485
2024-12-11T10,31,450516
2024-12-11T11,75,450591
2024-12-11T12,290,450881
2024-12-11T13,1724,452605
2024-12-11T14,2063,454668
2024-12-11T15,53,454721
2024-12-11T16,9,454730
2024-12-11T17,163,454893
2024-12-11T18,-59,454834
2024-12-11T19,37,454871
2024-12-11T20,49,454920
2024-12-11T21,239,455159
2024-12-11T22,252,455411
2024-12-11T23,716,456127
2024-12-12T00,1787,457914
2024-12-12T01,1158,459072
2024-12-12T02,850,459922
2024-12-12T03,601,460523
2024-12-12T04,757,461280
2024-12-12T05,537,461817
2024-12-12T06,609,462426
2024-12-12T07,547,462973
2024-12-12T08,387,463360
2024-12-12T09,53,463413
2024-12-12T10,90,463503
2024-12-12T11,68,463571
2024-12-12T12,363,463934
2024-12-12T13,1810,465744
2024-12-12T14,1354,467098
2024-12-12T15,198,467296
2024-12-12T16,46,467342
2024-12-12T17,145,467487
2024-12-12T18,137,467624
2024-12-12T19,63,467687
2024-12-12T20,177,467864
2024-12-12T21,305,468169
2024-12-12T22,459,468628
2024-12-12T23,1054,469682
2024-12-13T00,2090,471772
2024-12-13T01,1690,473462
2024-12-13T02,1326,474788
2024-12-13T03,741,475529
2024-12-13T04,505,476034
2024-12-13T05,351,476385
2024-12-13T06,261,476646
2024-12-13T07,127,476773
2024-12-13T08,281,477054
2024-12-13T09,221,477275
2024-12-13T10,292,477567
2024-12-13T11,227,477794
2024-12-13T12,473,478267
2024-12-13T13,1100,479367
2024-12-13T14,1301,480668
2024-12-13T15,777,481445
2024-12-13T16,574,482019
2024-12-13T17,289,482308
2024-12-13T18,150,482458
2024-12-13T19,216,482674
2024-12-13T20,102,482776
2024-12-13T21,114,482890
2024-12-13T22,135,483025
2024-12-13T23,609,483634
2024-12-14T00,1401,485035
2024-12-14T01,1359,486394
2024-12-14T02,1292,487686
2024-12-14T03,1172,488858
2024-12-14T04,1071,489929
2024-12-14T05,682,490611
2024-12-14T06,606,491217
2024-12-14T07,165,491382
2024-12-14T08,70,491452
2024-12-14T09,95,491547
2024-12-14T10,92,491639
2024-12-14T11,231,491870
2024-12-14T12,369,492239
2024-12-14T13,613,492852
2024-12-14T14,1037,493889
2024-12-14T15,461,494350
2024-12-14T16,141,494491
2024-12-14T17,-107,494384
2024-12-14T18,-170,494214
2024-12-14T19,-149,494065
2024-12-14T20,-38,494027
2024-12-14T21,-32,493995
2024-12-14T22,83,494078
2024-12-14T23,1199,495277
2024-12-15T00,3219,498496
2024-12-15T01,2743,501239
2024-12-15T02,1418,502657
2024-12-15T03,1049,503706
2024-12-15T04,767,504473
2024-12-15T05,664,505137
2024-12-15T06,310,505447
2024-12-15T07,373,505820
2024-12-15T08,139,505959
2024-12-15T09,149,506108
2024-12-15T10,229,506337
2024-12-15T11,151,506488
2024-12-15T12,154,506642
2024-12-15T13,442,507084
2024-12-15T14,1090,508174
2024-12-15T15,176,508350
2024-12-15T16,33,508383
2024-12-15T17,-104,508279
2024-12-15T18,-170,508109
2024-12-15T19,-124,507985
2024-12-15T20,-18,507967
2024-12-15T21,145,508112
2024-12-15T22,-13,508099
2024-12-15T23,430,508529
2024-12-16T00,2314,510843
2024-12-16T01,1867,512710
2024-12-16T02,1186,513896
2024-12-16T03,806,514702
2024-12-16T04,1006,515708
2024-12-16T05,859,516567
2024-12-16T06,606,517173
2024-12-16T07,280,517453
2024-12-16T08,156,517609
2024-12-16T09,317,517926
2024-12-16T10,89,518015
2024-12-16T11,161,518176
2024-12-16T12,433,518609
2024-12-16T13,1246,519855
2024-12-16T14,1277,521132
2024-12-16T15,410,521542
2024-12-16T16,269,521811
2024-12-16T17,63,521874
2024-12-16T18,43,521917
2024-12-16T19,-12,521905
2024-12-16T20,-62,521843
2024-12-16T21,-134,521709
2024-12-16T22,17,521726
2024-12-16T23,966,522692
2024-12-17T00,3055,525747
2024-12-17T01,1703,527450
2024-12-17T02,1492,528942
2024-12-17T03,1169,530111
2024-12-17T04,873,530984
2024-12-17T05,591,531575
2024-12-17T06,210,531785
2024-12-17T07,84,531869
2024-12-17T08,175,532044
2024-12-17T09,147,532191
2024-12-17T10,211,532402
2024-12-17T11,131,532533
2024-12-17T12,260,532793
2024-12-17T13,718,533511
2024-12-17T14,1275,534786
2024-12-17T15,319,535105
2024-12-17T16,133,535238
2024-12-17T17,-52,535186
2024-12-17T18,-124,535062
2024-12-17T19,-146,534916
2024-12-17T20,-49,534867
2024-12-17T21,-7,534860
2024-12-17T22,-4,534856
2024-12-17T23,502,535358
2024-12-18T00,2050,537408
2024-12-18T01,2197,539605
2024-12-18T02,1466,541071
2024-12-18T03,1150,542221
2024-12-18T04,924,543145
2024-12-18T05,460,543605
2024-12-18T06,279,543884
2024-12-18T07,409,544293
2024-12-18T08,344,544637
2024-12-18T09,401,545038
2024-12-18T10,340,545378
2024-12-18T11,411,545789
2024-12-18T12,188,545977
2024-12-18T13,407,546384
2024-12-18T14,1061,547445
2024-12-18T15,292,547737
2024-12-18T16,55,547792
2024-12-18T17,-89,547703
2024-12-18T18,121,547824
2024-12-18T19,93,547917
2024-12-18T20,-94,547823
2024-12-18T21,33,547856
2024-12-18T22,134,547990
2024-12-18T23,429,548419
2024-12-19T00,1678,550097
2024-12-19T01,2198,552295
2024-12-19T02,1797,554092
2024-12-19T03,1375,555467
2024-12-19T04,1154,556621
2024-12-19T05,486,557107
2024-12-19T06,283,557390
2024-12-19T07,241,557631
2024-12-19T08,154,557785
2024-12-19T09,21,557806
2024-12-19T10,41,557847
2024-12-19T11,189,558036
2024-12-19T12,374,558410
2024-12-19T13,514,558924
2024-12-19T14,1251,560175
2024-12-19T15,267,560442
2024-12-19T16,237,560679
2024-12-19T17,-22,560657
2024-12-19T18,-59,560598
2024-12-19T19,214,560812
2024-12-19T20,164,560976
2024-12-19T21,79,561055
2024-12-19T22,248,561303
2024-12-19T23,605,561908
2024-12-20T00,1808,563716
2024-12-20T01,1212,564928
2024-12-20T02,968,565896
2024-12-20T03,845,566741
2024-12-20T04,1044,567785
2024-12-20T05,893,568678
2024-12-20T06,346,569024
2024-12-20T07,123,569147
2024-12-20T08,241,569388
2024-12-20T09,118,569506
2024-12-20T10,263,569769
2024-12-20T11,269,570038
2024-12-20T12,401,570439
2024-12-20T13,1235,571674
2024-12-20T14,1331,573005
2024-12-20T15,236,573241
2024-12-20T16,246,573487
2024-12-20T17,204,573691
2024-12-20T18,5,573696
2024-12-20T19,-54,573642
2024-12-20T20,-137,573505
2024-12-20T21,-160,573345
2024-12-20T22,92,573437
2024-12-20T23,1365,574802
2024-12-21T00,3639,578441
2024-12-21T01,2491,580932
2024-12-21T02,1322,582254
2024-12-21T03,924,583178
2024-12-21T04,830,584008
2024-12-21T05,386,584394
2024-12-21T06,396,584790
2024-12-21T07,194,584984
2024-12-21T08,124,585108
2024-12-21T09,67,585175
2024-12-21T10,21,585196
2024-12-21T11,52,585248
2024-12-21T12,137,585385
2024-12-21T13,573,585958
2024-12-21T14,1480,587438
2024-12-21T15,510,587948
2024-12-21T16,136,588084
2024-12-21T17,46,588130
2024-12-21T18,64,588194
2024-12-21T19,15,588209
2024-12-21T20,17,588226
2024-12-21T21,116,588342
2024-12-21T22,134,588476
2024-12-21T23,1101,589577
2024-12-22T00,3876,593453
2024-12-22T01,1870,595323
2024-12-22T02,917,596240
2024-12-22T03,576,596816
2024-12-22T04,611,597427
2024-12-22T05,558,597985
2024-12-22T06,539,598524
2024-12-22T07,267,598791
2024-12-22T08,55,598846
2024-12-22T09,56,598902
2024-12-22T10,52,598954
2024-12-22T11,86,599040
2024-12-22T12,78,599118
2024-12-22T13,308,599426
2024-12-22T14,719,600145
2024-12-22T15,258,600403
2024-12-22T16,372,600775
2024-12-22T17,100,600875
2024-12-22T18,129,601004
2024-12-22T19,113,601117
2024-12-22T20,107,601224
2024-12-22T21,104,601328
2024-12-22T22,116,601444
2024-12-22T23,241,601685
2024-12-23T00,1497,603182
2024-12-23T01,1830,605012
2024-12-23T02,1149,606161
2024-12-23T03,1231,607392
2024-12-23T04,751,608143
2024-12-23T05,462,608605
2024-12-23T06,310,608915
2024-12-23T07,294,609209
2024-12-23T08,107,609316
2024-12-23T09,62,609378
2024-12-23T10,46,609424
2024-12-23T11,249,609673
2024-12-23T12,536,610209
2024-12-23T13,1065,611274
2024-12-23T14,1346,612620
2024-12-23T15,218,612838
2024-12-23T16,96,612934
2024-12-23T17,181,613115
2024-12-23T18,366,613481
2024-12-23T19,184,613665
2024-12-23T20,41,613706
2024-12-23T21,162,613868
2024-12-23T22,-4,613864
2024-12-23T23,383,614247
2024-12-24T00,2201,616448
2024-12-24T01,1246,617694
2024-12-24T02,1026,618720
2024-12-24T03,917,619637
2024-12-24T04,774,620411
2024-12-24T05,610,621021
2024-12-24T06,926,621947
2024-12-24T07,386,622333
2024-12-24T08,246,622579
2024-12-24T09,143,622722
2024-12-24T10,-4,622718
2024-12-24T11,72,622790
2024-12-24T12,73,622863
2024-12-24T13,166,623029
2024-12-24T14,993,624022
2024-12-24T15,414,624436
2024-12-24T16,55,624491
2024-12-24T17,145,624636
2024-12-24T18,106,624742
2024-12-24T19,63,624805
2024-12-24T20,85,624890
2024-12-24T21,241,625131
2024-12-24T22,95,625226
2024-12-24T23,147,625373
2024-12-25T00,1257,626630
2024-12-25T01,1087,627717
2024-12-25T02,847,628564
2024-12-25T03,901,629465
2024-12-25T04,800,630265
2024-12-25T05,675,630940
2024-12-25T06,332,631272
2024-12-25T07,202,631474
2024-12-25T08,220,631694
2024-12-25T09,240,631934
2024-12-25T10,-76,631858
2024-12-25T11,-23,631835
2024-12-25T12,266,632101
2024-12-25T13,421,632522
2024-12-25T14,621,633143
2024-12-25T15,393,633536
2024-12-25T16,260,633796
2024-12-25T17,140,633936
2024-12-25T18,848,634784
2024-12-25T19,515,635299
2024-12-25T20,154,635453
2024-12-25T21,61,635514
2024-12-25T22,70,635584
2024-12-25T23,300,635884
2024-12-26T00,2164,638048
2024-12-26T01,1339,639387
2024-12-26T02,589,639976
2024-12-26T03,677,640653
2024-12-26T04,583,641236
2024-12-26T05,544,641780
2024-12-26T06,364,642144
2024-12-26T07,347,642491
2024-12-26T08,185,642676
2024-12-26T09,90,642766
2024-12-26T10,543,643309
2024-12-26T11,673,643982
2024-12-26T12,532,644514
2024-12-26T13,930,645444
2024-12-26T14,1347,646791
2024-12-26T15,632,647423
2024-12-26T16,586,648009
2024-12-26T17,342,648351
2024-12-26T18,175,648526
2024-12-26T19,123,648649
2024-12-26T20,59,648708
2024-12-26T21,47,648755
2024-12-26T22,169,648924
2024-12-26T23,477,649401
2024-12-27T00,2592,651993
2024-12-27T01,2744,654737
2024-12-27T02,1403,656140
2024-12-27T03,1062,657202
2024-12-27T04,944,658146
2024-12-27T05,792,658938
2024-12-27T06,383,659321
2024-12-27T07,280,659601
2024-12-27T08,87,659688
2024-12-27T09,34,659722
2024-12-27T10,-134,659588
2024-12-27T11,-194,659394
2024-12-27T12,-54,659340
2024-12-27T13,24,659364
2024-12-27T14,1131,660495
2024-12-27T15,511,661006
2024-12-27T16,136,661142
2024-12-27T17,168,661310
2024-12-27T18,131,661441
2024-12-27T19,90,661531
2024-12-27T20,194,661725
2024-12-27T21,385,662110
2024-12-27T22,776,662886
2024-12-27T23,1440,664326
2024-12-28T00,2515,666841
2024-12-28T01,1744,668585
2024-12-28T02,1203,669788
2024-12-28T03,916,670704
2024-12-28T04,674,671378
2024-12-28T05,636,672014
2024-12-28T06,546,672560
2024-12-28T07,530,673090
2024-12-28T08,295,673385
2024-12-28T09,69,673454
2024-12-28T10,15,673469
2024-12-28T11,-170,673299
2024-12-28T12,-78,673221
2024-12-28T13,331,673552
2024-12-28T14,1230,674782
2024-12-28T15,394,675176
2024-12-28T16,124,675300
2024-12-28T17,113,675413
2024-12-28T18,90,675503
2024-12-28T19,22,675525
2024-12-28T20,74,675599
2024-12-28T21,138,675737
2024-12-28T22,72,675809
2024-12-28T23,200,676009
2024-12-29T00,1750,677759
2024-12-29T01,1646,679405
2024-12-29T02,1304,680709
2024-12-29T03,1167,681876
2024-12-29T04,1609,683485
2024-12-29T05,1305,684790
2024-12-29T06,882,685672
2024-12-29T07,753,686425
2024-12-29T08,656,687081
2024-12-29T09,85,687166
2024-12-29T10,-185,686981
2024-12-29T11,-212,686769
2024-12-29T12,-247,686522
2024-12-29T13,-106,686416
2024-12-29T14,691,687107
2024-12-29T15,199,687306
2024-12-29T16,286,687592
2024-12-29T17,170,687762
2024-12-29T18,97,687859
2024-12-29T19,-41,687818
2024-12-29T20,4,687822
2024-12-29T21,-77,687745
2024-12-29T22,-146,687599
2024-12-29T23,418,688017
2024-12-30T00,2654,690671
2024-12-30T01,2288,692959
2024-12-30T02,1208,694167
2024-12-30T03,892,695059
2024-12-30T04,826,695885
2024-12-30T05,441,696326
2024-12-30T06,465,696791
2024-12-30T07,286,697077
2024-12-30T08,110,697187
2024-12-30T09,-31,697156
2024-12-30T10,25,697181
2024-12-30T11,146,697327
2024-12-30T12,264,697591
2024-12-30T13,644,698235
2024-12-30T14,1061,699296
2024-12-30T15,180,699476
2024-12-30T16,215,699691
2024-12-30T17,239,699930
2024-12-30T18,156,700086
2024-12-30T19,60,700146
2024-12-30T20,43,700189
2024-12-30T21,-11,700178
2024-12-30T22,-93,700085
2024-12-30T23,865,700950
2024-12-31T00,3140,704090
2024-12-31T01,2319,706409
2024-12-31T02,1431,707840
2024-12-31T03,1277,709117
2024-12-31T04,649,709766
2024-12-31T05,838,710604
2024-12-31T06,313,710917
2024-12-31T07,278,711195
2024-12-31T08,45,711240
2024-12-31T09,111,711351
2024-12-31T10,-93,711258
2024-12-31T11,34,711292
2024-12-31T12,106,711398
2024-12-31T13,607,712005
2024-12-31T14,1378,713383
2024-12-31T15,128,713511
2024-12-31T16,109,713620
2024-12-31T17,275,713895
2024-12-31T18,329,714224
2024-12-31T19,136,714360
2024-12-31T20,34,714394
2024-12-31T21,-41,714353
2024-12-31T22,-33,714320
2024-12-31T23,556,714876
2025-01-01T00,3318,718194
2025-01-01T01,2882,721076
2025-01-01T02,1347,722423
2025-01-01T03,981,723404
2025-01-01T04,696,724100
2025-01-01T05,459,724559
2025-01-01T06,107,724666
2025-01-01T07,238,724904
2025-01-01T08,85,724989
2025-01-01T09,45,725034
2025-01-01T10,-97,724937
2025-01-01T11,-146,724791
2025-01-01T12,-175,724616
2025-01-01T13,21,724637
2025-01-01T14,1283,725920
2025-01-01T15,221,726141
2025-01-01T16,3,726144
2025-01-01T17,-67,726077
2025-01-01T18,-79,725998
2025-01-01T19,-70,725928
2025-01-01T20,-85,725843
2025-01-01T21,-36,725807
2025-01-01T22,-31,725776
2025-01-01T23,460,726236
2025-01-02T00,3261,729497
2025-01-02T01,3910,733407
2025-01-02T02,1752,735159
2025-01-02T03,619,735778
2025-01-02T04,372,736150
2025-01-02T05,197,736347
2025-01-02T06,240,736587
2025-01-02T07,69,736656
2025-01-02T08,40,736696
2025-01-02T09,-106,736590
2025-01-02T10,-76,736514
2025-01-02T11,-100,736414
2025-01-02T12,-7,736407
2025-01-02T13,292,736699
2025-01-02T14,1137,737836
2025-01-02T15,537,738373
2025-01-02T16,509,738882
2025-01-02T17,185,739067
2025-01-02T18,28,739095
2025-01-02T19,-50,739045
2025-01-02T20,29,739074
2025-01-02T21,22,739096
2025-01-02T22,40,739136
2025-01-02T23,88,739224
2025-01-03T00,2695,741919
2025-01-03T01,3305,745224
2025-01-03T02,1805,747029
2025-01-03T03,702,747731
2025-01-03T04,344,748075
2025-01-03T05,104,748179
2025-01-03T06,83,748262
2025-01-03T07,56,748318
2025-01-03T08,49,748367
2025-01-03T09,-35,748332
2025-01-03T10,-153,748179
2025-01-03T11,-178,748001
2025-01-03T12,-184,747817
2025-01-03T13,127,747944
2025-01-03T14,1723,749667
2025-01-03T15,681,750348
2025-01-03T16,369,750717
2025-01-03T17,218,750935
2025-01-03T18,89,751024
2025-01-03T19,-33,750991
2025-01-03T20,-16,750975
2025-01-03T21,27,751002
2025-01-03T22,19,751021
2025-01-03T23,448,751469
2025-01-04T00,3184,754653
2025-01-04T01,2347,757000
2025-01-04T02,951,757951
2025-01-04T03,288,758239
2025-01-04T04,315,758554
2025-01-04T05,227,758781
2025-01-04T06,259,759040
2025-01-04T07,269,759309
2025-01-04T08,247,759556
2025-01-04T09,-60,759496
2025-01-04T10,-89,759407
2025-01-04T11,-96,759311
2025-01-04T12,66,759377
2025-01-04T13,34,759411
2025-01-04T14,1026,760437
2025-01-04T15,341,760778
2025-01-04T16,51,760829
2025-01-04T17,-45,760784
2025-01-04T18,-82,760702
2025-01-04T19,17,760719
2025-01-04T20,-23,760696
2025-01-04T21,-54,760642
2025-01-04T22,-30,760612
2025-01-04T23,65,760677
2025-01-05T00,525,761202
2025-01-05T01,902,762104
2025-01-05T02,552,762656
2025-01-05T03,426,763082
2025-01-05T04,311,763393
2025-01-05T05,94,763487
2025-01-05T06,59,763546
2025-01-05T07,256,763802
2025-01-05T08,154,763956
2025-01-05T09,229,764185
2025-01-05T10,104,764289
2025-01-05T11,50,764339
2025-01-05T12,59,764398
2025-01-05T13,102,764500
2025-01-05T14,269,764769
2025-01-05T15,306,765075
2025-01-05T16,129,765204
2025-01-05T17,-66,765138
2025-01-05T18,-139,764999
2025-01-05T19,-188,764811
2025-01-05T20,-98,764713
2025-01-05T21,29,764742
2025-01-05T22,38,764780
2025-01-05T23,77,764857
2025-01-06T00,823,765680
2025-01-06T01,799,766479
2025-01-06T02,412,766891
2025-01-06T03,345,767236
2025-01-06T04,543,767779
2025-01-06T05,231,768010
2025-01-06T06,102,768112
2025-01-06T07,267,768379
2025-01-06T08,263,768642
2025-01-06T09,-137,768505
2025-01-06T10,-283,768222
2025-01-06T11,-197,768025
2025-01-06T12,-170,767855
2025-01-06T13,704,768559
2025-01-06T14,2470,771029
2025-01-06T15,758,771787
2025-01-06T16,303,772090
2025-01-06T17,362,772452
2025-01-06T18,81,772533
2025-01-06T19,-19,772514
2025-01-06T20,-50,772464
2025-01-06T21,-156,772308
2025-01-06T22,-218,772090
2025-01-06T23,143,772233
2025-01-07T00,1539,773772
2025-01-07T01,1516,775288
2025-01-07T02,1169,776457
2025-01-07T03,936,777393
2025-01-07T04,490,777883
2025-01-07T05,337,778220
2025-01-07T06,140,778360
2025-01-07T07,99,778459
2025-01-07T08,9,778468
2025-01-07T09,-253,778215
2025-01-07T10,-194,778021
2025-01-07T11,97,778118
2025-01-07T12,239,778357
2025-01-07T13,1450,779807
2025-01-07T14,2425,782232
2025-01-07T15,1272,783504
2025-01-07T16,546,784050
2025-01-07T17,125,784175
2025-01-07T18,-57,784118
2025-01-07T19,-142,783976
2025-01-07T20,-136,783840
2025-01-07T21,-130,783710
2025-01-07T22,-120,783590
2025-01-07T23,95,783685
2025-01-08T00,1119,784804
2025-01-08T01,1533,786337
2025-01-08T02,916,787253
2025-01-08T03,553,787806
2025-01-08T04,417,788223
2025-01-08T05,121,788344
2025-01-08T06,121,788465
2025-01-08T07,107,788572
2025-01-08T08,179,788751
2025-01-08T09,15,788766
2025-01-08T10,-99,788667
2025-01-08T11,-65,788602
2025-01-08T12,86,788688
2025-01-08T13,1193,789881
2025-01-08T14,2684,792565
2025-01-08T15,1087,793652
2025-01-08T16,243,793895
2025-01-08T17,73,793968
2025-01-08T18,-223,793745
2025-01-08T19,-261,793484
2025-01-08T20,-255,793229
2025-01-08T21,-112,793117
2025-01-08T22,-5,793112
2025-01-08T23,368,793480
2025-01-09T00,1279,794759
2025-01-09T01,2060,796819
2025-01-09T02,1688,798507
2025-01-09T03,1262,799769
2025-01-09T04,552,800321
2025-01-09T05,272,800593
2025-01-09T06,124,800717
2025-01-09T07,98,800815
2025-01-09T08,30,800845
2025-01-09T09,-184,800661
2025-01-09T10,-259,800402
2025-01-09T11,-272,800130
2025-01-09T12,2,800132
2025-01-09T13,458,800590
2025-01-09T14,1147,801737
2025-01-09T15,862,802599
2025-01-09T16,411,803010
2025-01-09T17,39,803049
2025-01-09T18,-122,802927
2025-01-09T19,-11,802916
2025-01-09T20,-57,802859
2025-01-09T21,5,802864
2025-01-09T22,151,803015
2025-01-09T23,430,803445
2025-01-10T00,1348,804793
2025-01-10T01,1610,806403
2025-01-10T02,1600,808003
2025-01-10T03,987,808990
2025-01-10T04,802,809792
2025-01-10T05,341,810133
2025-01-10T06,226,810359
2025-01-10T07,66,810425
2025-01-10T08,-5,810420
2025-01-10T09,-159,810261
2025-01-10T10,-237,810024
2025-01-10T11,-254,809770
2025-01-10T12,20,809790
2025-01-10T13,135,809925
2025-01-10T14,1301,811226
2025-01-10T15,843,812069
2025-01-10T16,281,812350
2025-01-10T17,338,812688
2025-01-10T18,146,812834
2025-01-10T19,-22,812812
2025-01-10T20,-34,812778
2025-01-10T21,-110,812668
2025-01-10T22,-127,812541
2025-01-10T23,-188,812353
2025-01-11T00,1054,813407
2025-01-11T01,2039,815446
2025-01-11T02,1504,816950
2025-01-11T03,1395,818345
2025-01-11T04,1125,819470
2025-01-11T05,900,820370
2025-01-11T06,224,820594
2025-01-11T07,259,820853
2025-01-11T08,102,820955
2025-01-11T09,207,821162
2025-01-11T10,112,821274
2025-01-11T11,-2,821272
2025-01-11T12,171,821443
2025-01-11T13,846,822289
2025-01-11T14,1494,823783
2025-01-11T15,565,824348
2025-01-11T16,279,824627
2025-01-11T17,435,825062
2025-01-11T18,65,825127
2025-01-11T19,-211,824916
2025-01-11T20,-302,824614
2025-01-11T21,-270,824344
2025-01-11T22,-222,824122
2025-01-11T23,189,824311
2025-01-12T00,1834,826145
2025-01-12T01,1832,827977
2025-01-12T02,929,828906
2025-01-12T03,914,829820
2025-01-12T04,606,830426
2025-01-12T05,358,830784
2025-01-12T06,231,831015
2025-01-12T07,554,831569
2025-01-12T08,346,831915
2025-01-12T09,117,832032
2025-01-12T10,771,832803
2025-01-12T11,392,833195
2025-01-12T12,537,833732
2025-01-12T13,785,834517
2025-01-12T14,1356,835873
2025-01-12T15,813,836686
2025-01-12T16,185,836871
2025-01-12T17,-65,836806
2025-01-12T18,-156,836650
2025-01-12T19,-50,836600
2025-01-12T20,-113,836487
2025-01-12T21,71,836558
2025-01-12T22,95,836653
2025-01-12T23,449,837102
2025-01-13T00,1833,838935
2025-01-13T01,2021,840956
2025-01-13T02,1303,842259
2025-01-13T03,996,843255
2025-01-13T04,725,843980
2025-01-13T05,373,844353
2025-01-13T06,6,844359
2025-01-13T07,78,844437
2025-01-13T08,31,844468
2025-01-13T09,-129,844339
2025-01-13T10,-38,844301
2025-01-13T11,33,844334
2025-01-13T12,502,844836
2025-01-13T13,2216,847052
2025-01-13T14,2561,849613
2025-01-13T15,1123,850736
2025-01-13T16,433,851169
2025-01-13T17,191,851360
2025-01-13T18,-104,851256
2025-01-13T19,-191,851065
2025-01-13T20,-180,850885
2025-01-13T21,-115,850770
2025-01-13T22,-153,850617
2025-01-13T23,-59,850558
2025-01-14T00,2024,852582
2025-01-14T01,3791,856373
2025-01-14T02,2958,859331
2025-01-14T03,1056,860387
2025-01-14T04,542,860929
2025-01-14T05,371,861300
2025-01-14T06,87,861387
2025-01-14T07,47,861434
2025-01-14T08,-52,861382
2025-01-14T09,-132,861250
2025-01-14T10,-140,861110
2025-01-14T11,-114,860996
2025-01-14T12,193,861189
2025-01-14T13,1517,862706
2025-01-14T14,2967,865673
2025-01-14T15,1235,866908
2025-01-14T16,601,867509
2025-01-14T17,286,867795
2025-01-14T18,-158,867637
2025-01-14T19,37,867674
2025-01-14T20,-222,867452
2025-01-14T21,-84,867368
2025-01-14T22,-59,867309
2025-01-14T23,11,867320
2025-01-15T00,2239,869559
2025-01-15T01,3209,872768
2025-01-15T02,1856,874624
2025-01-15T03,830,875454
2025-01-15T04,388,875842
2025-01-15T05,178,876020
2025-01-15T06,174,876194
2025-01-15T07,291,876485
2025-01-15T08,126,876611
2025-01-15T09,69,876680
2025-01-15T10,114,876794
2025-01-15T11,16,876810
2025-01-15T12,309,877119
2025-01-15T13,1487,878606
2025-01-15T14,1600,880206
2025-01-15T15,532,880738
2025-01-15T16,365,881103
2025-01-15T17,309,881412
2025-01-15T18,-7,881405
2025-01-15T19,20,881425
2025-01-15T20,54,881479
2025-01-15T21,-194,881285
2025-01-15T22,-163,881122
2025-01-15T23,-17,881105
2025-01-16T00,1274,882379
2025-01-16T01,1968,884347
2025-01-16T02,1985,886332
2025-01-16T03,1714,888046
2025-01-16T04,1065,889111
2025-01-16T05,640,889751
2025-01-16T06,239,889990
2025-01-16T07,210,890200
2025-01-16T08,106,890306
2025-01-16T09,-44,890262
2025-01-16T10,-9,890253
2025-01-16T11,4,890257
2025-01-16T12,412,890669
2025-01-16T13,1623,892292
2025-01-16T14,2917,895209
2025-01-16T15,1115,896324
2025-01-16T16,223,896547
2025-01-16T17,71,896618
2025-01-16T18,-176,896442
2025-01-16T19,-251,896191
2025-01-16T20,-124,896067
2025-01-16T21,-66,896001
2025-01-16T22,-108,895893
2025-01-16T23,38,895931
2025-01-17T00,2251,898182
2025-01-17T01,2495,900677
2025-01-17T02,1188,901865
2025-01-17T03,716,902581
2025-01-17T04,498,903079
2025-01-17T05,279,903358
2025-01-17T06,104,903462
2025-01-17T07,232,903694
2025-01-17T08,168,903862
2025-01-17T09,8,903870
2025-01-17T10,103,903973
2025-01-17T11,210,904183
2025-01-17T12,361,904544
2025-01-17T13,1523,906067
2025-01-17T14,2048,908115
2025-01-17T15,842,908957
2025-01-17T16,502,909459
2025-01-17T17,358,909817
2025-01-17T18,-157,909660
2025-01-17T19,-161,909499
2025-01-17T20,-145,909354
2025-01-17T21,3,909357
2025-01-17T22,-55,909302
2025-01-17T23,-45,909257
2025-01-18T00,395,909652
2025-01-18T01,626,910278
2025-01-18T02,724,911002
2025-01-18T03,731,911733
2025-01-18T04,660,912393
2025-01-18T05,290,912683
2025-01-18T06,269,912952
2025-01-18T07,228,913180
2025-01-18T08,197,913377
2025-01-18T09,26,913403
2025-01-18T10,-66,913337
2025-01-18T11,25,913362
2025-01-18T12,426,913788
2025-01-18T13,1747,915535
2025-01-18T14,2263,917798
2025-01-18T15,623,918421
2025-01-18T16,238,918659
2025-01-18T17,273,918932
2025-01-18T18,136,919068
2025-01-18T19,-184,918884
2025-01-18T20,-243,918641
2025-01-18T21,-301,918340
2025-01-18T22,-292,918048
2025-01-18T23,38,918086
2025-01-19T00,1205,919291
2025-01-19T01,874,920165
2025-01-19T02,665,920830
2025-01-19T03,498,921328
2025-01-19T04,386,921714
2025-01-19T05,390,922104
2025-01-19T06,287,922391
2025-01-19T07,147,922538
2025-01-19T08,131,922669
2025-01-19T09,-177,922492
2025-01-19T10,-131,922361
2025-01-19T11,-14,922347
2025-01-19T12,79,922426
2025-01-19T13,948,923374
2025-01-19T14,2748,926122
2025-01-19T15,802,926924
2025-01-19T16,178,927102
2025-01-19T17,155,927257
2025-01-19T18,28,927285
2025-01-19T19,-208,927077
2025-01-19T20,-417,926660
2025-01-19T21,-432,926228
2025-01-19T22,-268,925960
2025-01-19T23,-111,925849
2025-01-20T00,1892,927741
2025-01-20T01,3521,931262
2025-01-20T02,2330,933592
2025-01-20T03,953,934545
2025-01-20T04,746,935291
2025-01-20T05,307,935598
2025-01-20T06,58,935656
2025-01-20T07,9,935665
2025-01-20T08,25,935690
2025-01-20T09,-93,935597
2025-01-20T10,-105,935492
2025-01-20T11,357,935849
2025-01-20T12,649,936498
2025-01-20T13,1682,938180
2025-01-20T14,3219,941399
2025-01-20T15,1751,943150
2025-01-20T16,478,943628
2025-01-20T17,241,943869
2025-01-20T18,-72,943797
2025-01-20T19,-164,943633
2025-01-20T20,-240,943393
